id	birth_2008	death_2008	gdppps1999	gdppps2008	pop1999	pop2008
ES242	1242	1653	2387	4046	136722	144904
ES243	10292	9271	15493	26928	852804	932289
ES300	78792	41270	119799	209518	5128470	6189297
ES411	1526	2014	2188	3742	166202	168473
ES412	3525	3779	6666	11047	349174	363972
ES413	3511	5793	7222	11497	497585	484082
ES414	1278	1944	2816	4444	177028	171122
ES415	2899	3810	4527	7463	348816	347441
ES416	1530	1633	2511	4124	146884	160134
ES417	772	1157	1546	2275	91398	92892
ES418	5054	4642	8672	14408	495625	518942
ES419	1216	2620	2503	4088	202400	194802
ES421	4092	3413	4670	7433	355881	392779
ES422	5647	5101	6229	10196	475420	511149
ES423	1867	2384	2825	4184	200060	212993
ES424	3152	1753	2557	4953	164428	225858
ES425	8280	5516	7179	13236	523691	634817
ES431	7185	6358	7097	12313	653624	672029
ES432	3550	4083	4398	7413	405063	406879
ES511	64694	43827	98234	163268	4705504	5342884
ES512	9334	5740	11429	21191	538730	709150
ES513	5191	4165	7490	12871	354803	420021
ES514	10030	6378	12843	22656	583884	765996
ES521	20202	13866	21243	39405	1363610	1838972
ES522	7206	4957	9368	15304	463021	575349
ES523	29675	21236	35457	60153	2140008	2478154
ES531	1487	713	1595	3451	90366.53	126491
ES532	10180	6149	14269	23400	639739.47	829468
ES533	1046	626	1341	2665	68855	89049
ES611	9135	4609	8510	15532	506676	661795
ES612	14510	8910	13743	24500	1103609	1198734
ES613	8679	7211	8720	14017	758120	783186
ES614	10546	7609	8876	16868	811323	893680
ES615	6147	4307	6084	10670	454818	496265
ES616	7068	6193	7257	11004	640063	654354
ES617	19015	11821	15704	30938	1233835	1528851
ES618	25193	14923	21547	38089	1694530	1829266
ES620	19386	10399	16213	30567	1132821	1411623
ES630	1165	497	1034	1768	70846	71989
ES640	1252	455	945	1635	64167	69699
FI131	1272	2011	2340	3370	168655	157862
FI132	2434	2678	4062	5960	256927	248872
FI133	1517	1905	2471	3536	173664	166744
FI134	750	972	1289	1747	92071	83779
FI181	17373	9795	36622	55645	1273669.09	1388964
FI182	990	792	1535	3050	88964.91	94755
FI183	4859	4490	9701	13151	443050	459235
FI184	1831	1714	2736	4233	164914	171449
FI185	1992	2057	3217	4735	197443	200061
FI186	1584	2113	3861	4592	189802	183564
FI187	1183	1513	2561	3486	138104	134716
FI193	3045	2657	4643	6702	264807	270701
FI194	2163	2094	2810	4394	197703	193815
FI195	2089	1689	3340	5043	174099	174987
FI196	2092	2468	4402	5825	237012	228431
FI197	5646	4312	8644	13700	443642	476631
FI1A1	871	684	1096	1794	69916.93	70964
FI1A2	5673	2980	6350	10226	362930.07	383411
FI1A3	1872	1920	3022	4532	196647	184390
FI200	294	250	738	981	25625	27153
FR101	30623	14112	124610	166874	2123686	2211297
FR102	19240	8114	21056	30127	1191775	1303702
FR103	19895	8428	31795	40940	1353945	1406053
FR104	18134	6937	23622	33788	1133836	1205850
FR105	25217	9669	71815	109832	1427888	1549619
FR106	28062	8327	28313	41214	1383319	1506466
FR107	20736	8094	27164	38642	1227030	1310876
FR108	18761	6659	21444	29530	1104533	1165397
FR211	3522	2784	4671	5553	290452	284197
FR212	3721	2925	5363	6977	292317	301327
FR213	7065	4798	12671	16417	565366	566010
FR214	2037	2100	3385	3916	195131	186470
FR221	7012	5527	8722	10360	536181	538790
FR222	11162	6185	13632	17445	766253	799725
FR223	7094	5470	9553	12222	555547	568086
FR231	7717	4912	8859	11540	540918	577087
FR232	16041	11078	24642	32668	1239584	1248580
FR241	3303	3618	5340	6796	314603	313251
FR242	5677	3779	7231	8869	407707	423559
FR243	2371	2965	3734	4638	231365	232004
FR244	6811	4976	10131	14033	553690	585406
FR245	3847	3542	5616	7044	314995	326599
FR246	8524	5480	13221	17722	617935	650769
FR251	8183	5800	11286	15494	647951	678303
FR252	5384	5001	8224	10293	481466	496937
FR253	3185	3180	4709	5855	292530	292282
FR261	5960	4362	11219	14309	506699	521608
FR262	2049	2873	3557	4414	225485	220653
FR263	5860	5940	8999	12033	545443	553968
FR264	4045	4038	5560	7351	333206	342359
FR301	36572	21991	43821	60151	2555471	2564959
FR302	19902	14166	20648	27263	1441996	1459531
FR411	8559	6170	12428	16295	714295	729768
FR412	2220	1956	3025	3635	192443	194218
FR413	12012	8784	17128	22673	1023763	1042230
FR414	4215	3889	6492	7863	381154	380145
FR421	13231	8207	21927	28822	1025033	1091015
FR422	8909	5679	13802	17060	707555	746072
FR431	7097	4028	9872	12361	499223	522685
FR432	3045	2462	4382	5446	250905	260740
FR433	2755	2245	3273	4352	229728	238548
FR434	1818	1195	2393	3367	137397	141958
FR511	16763	9745	22726	33862	1133247	1255871
FR512	10270	6230	12471	16943	732624	774823
FR513	3912	2663	5221	7124	285218	302983
FR514	6909	5264	9629	12623	529782	559587
FR515	7629	5741	9209	14276	539089	616906
FR521	6494	6672	8335	11817	542398	581570
FR522	10040	9457	14934	20787	852273	890509
FR523	12837	7281	16905	25630	866111	967588
FR524	8288	7137	10676	15327	643293	710034
FR531	3666	3692	6107	7991	339828	351581
FR532	6136	6667	8704	12536	556419	611714
FR533	4331	3599	5992	8682	344486	365059
FR534	4909	3866	6966	9386	399002	424354
FR611	3832	4918	5387	7567	388407	409388
FR612	16636	11774	26486	38191	1286072	1421276
FR613	3862	3885	5546	8095	327240	373142
FR614	3378	3461	4827	6511	305482	326399
FR615	6455	6369	10571	16238	599547	647420
FR621	1493	1667	2025	2772	137201	150201
FR622	2748	3270	4252	5851	264048	275889
FR623	15415	8286	22920	36074	1044208	1217344
FR624	1689	2080	2630	3413	172484	185266
FR625	1555	2053	2424	3493	160230	172796
FR626	2095	2709	3656	5099	222631	229079
FR627	4056	3877	5121	7128	343444	371738
FR628	2932	2328	3204	4503	206029	235915
FR631	2263	3048	3734	5367	232819	242896
FR632	1029	1860	1688	2190	124597	123907
FR633	3891	4114	6473	8254	354055	373940
FR711	7323	4273	9213	12788	514331	581355
FR712	3447	3187	4202	5638	285889	311452
FR713	5927	4089	8335	11758	437654	478069
FR714	15999	8245	22274	30468	1092778	1188660
FR715	9357	7014	12220	16355	729081	742076
FR716	25120	11857	40409	57512	1577095	1690498
FR717	4971	3232	7946	11828	372752	408842
FR718	9333	4586	13098	18369	630654	716277
FR721	3289	4307	5778	7029	345072	342807
FR722	1300	1881	2202	2791	150977	148737
FR723	2398	2364	3094	4176	209086	221834
FR724	6865	5994	11723	15840	604239	628485
FR811	3778	3727	4619	6850	309463	349237
FR812	8449	6369	10069	13819	622509	694323
FR813	12564	8954	15094	23293	894537	1019798
FR814	779	908	1067	1570	73513	76973
FR815	4756	4889	5929	8837	392383	441387
FR821	1569	1574	2274	3217	139515	157965
FR822	1441	1227	2148	3279	121338	134205
FR823	12275	11126	19495	29342	1010644	1084428
FR824	25412	16481	36096	52870	1833982	1966005
FR825	11131	10136	14958	22163	897585	1001408
FR826	7000	4904	8718	12465	499321	538902
FR831	1370	1335	2057	3189	118466	140953
FR832	1569	1469	2006	3177	141686	162013
GR111	1597	1720	1883	2638	148546	148731
GR112	1398	895	1186	1762	101755	106610
GR113	1075	1169	1098	1686	110217	111200
GR114	878	1144	1028	1605	101341	100238
GR115	1378	1574	1842	2388	140887	139905
GR121	1617	1505	1816	2672	142216	144185
GR122	13124	9216	18379	25757	1068864	1144052
GR123	847	1028	1172	1724	85341	86086
GR124	1378	1508	1698	2563	142945	145075
GR125	1467	1247	1366	2132	125080	128182
GR126	1310	2447	1984	2614	193777	187831
GR127	1229	1049	1577	2008	97534	100249
GR131	227	456	472	578	32702	31345
GR132	431	557	720	1276	53757	53650
GR133	1529	1464	2602	3349	153520	154317
GR134	509	600	725	991	53957	54207
GR141	996	1499	1435	1767	121371	115824
GR142	3380	2720	3974	5812	281965	285845
GR143	2147	2159	2858	4505	204841	203914
GR144	1244	1628	1593	2282	134233	130496
GR211	566	899	732	1003	74288	70851
GR212	412	499	471	804	43388	42625
GR213	1637	1744	2103	3633	160371	181026
GR214	537	649	677	1046	58117	57284
GR221	537	408	431	1148	38028	40293
GR222	1138	1337	1531	2737	110546	128117
GR223	419	440	485	827	37163	37935
GR224	247	321	333	461	21836	22227
GR231	2120	2380	2450	3578	221136	217697
GR232	3562	3016	4078	7422	316490	341784
GR233	1515	1924	1719	2493	183995	179474
GR241	1244	1257	4600	4373	125709	125309
GR242	2191	2234	3097	4658	207639	206382
GR243	122	233	337	296	19687	19492
GR244	1488	1855	2777	3869	170418	166298
GR245	293	533	657	751	37936	37588
GR251	1002	1156	1362	2166	101790	102499
GR252	703	1211	1471	2206	92794	88099
GR253	1615	1504	2822	3650	143907	145968
GR254	783	1116	1057	1491	92569	92741
GR255	1511	2009	1757	2988	166676	164071
GR300	42899	34858	59426	115026	3857562	4061326
GR411	1022	1261	1632	2039	107706	105957
GR412	388	500	536	831	43732	42603
GR413	561	562	622	1114	53191	51957
GR421	2310	1453	3454	5336	185337	195098
GR422	1321	964	1695	3364	107791	110868
GR431	4155	2542	4022	7449	288393	299689
GR432	860	827	1267	1844	75210	75411
GR433	1076	715	1161	1715	77659	80766
GR434	1918	1476	2182	3300	145489	150408
HR011	8345	8319	11252	21569	788231.51	787024
HR012	3397	3485	2208	3875	307811.65	326062
HR013	1285	2004	969	1491	145404.24	137406
HR014	1727	2354	1524	2508	187607.24	181117
HR015	1232	1751	1159	1724	126943.62	120399
HR016	1286	1272	882	1559	120137.76	117991
HR021	1199	1821	931	1530	136829.95	126155
HR022	860	1273	642	975	96682.16	88657
HR023	876	1057	573	822	89437.08	82846
HR024	1729	2067	976	1584	178527.99	173919
HR025	2991	3970	2324	4196	341589.91	321474
HR026	1994	2340	1105	1944	212327.04	198624
HR027	1162	2041	996	1663	151261.12	134007
HR028	1611	2629	1556	2168	199386.45	175162
HR031	2529	3446	3461	5700	312660.33	304846
HR032	417	919	410	726	59571	50900
HR033	1784	1784	1058	2331	173495.71	174011
HR034	997	1467	706	1375	121325.19	114422
HR035	4910	4720	3196	5986	471317.45	481521
HR036	1960	2109	2376	4168	208415.19	213493
HR037	1462	1323	970	1982	125037.41	126365
HU101	17270	21884	33857	61145	1831387.5	1702297
HU102	13282	13486	8210	16910	1028587.5	1195020
HU211	4109	5222	4795	6453	430528.65	428572
HU212	3032	4137	2530	5328	313295.5	314649
HU213	3331	4363	2996	4266	377975.86	361620
HU221	4260	5419	5523	8124	433014.63	444384
HU222	2214	3432	3110	3684	272676.66	261877
HU223	2520	3792	2623	3882	300250.71	291678
HU231	3661	5163	3148	4571	412554.45	396633
HU232	2787	4513	2270	3263	339690.36	325024
HU233	2118	3145	2185	2748	250406.19	238431
HU311	7425	9699	4852	7183	752685.91	709634
HU312	2987	4529	2338	3529	332127.8	316874
HU313	1814	3004	1188	1534	223132.3	210182
HU321	5550	6652	3915	6212	557518.05	543802
HU322	3831	5676	2787	4167	424042.27	399200
HU323	6210	6986	3164	4767	586266.68	571018
HU331	5041	7124	3765	5761	549707.27	533710
HU332	3066	5705	2734	3519	405318.87	376657
HU333	3844	5427	3644	5094	432133.86	424139
IE011	7875	3473	6496	11646	409623.47	489964
IE012	4869	1606	2843	5859	208798.34	265440
IE013	6908	3178	6120	10256	365073.18	423876
IE021	20624	7182	33584	59111	1093123.21	1212348
IE022	10098	2469	7589	13290	377066.21	512171
IE023	6157	2756	6438	10340	324737.43	370235
IE024	8124	3196	7073	12224	399592.5	485614
IE025	10410	4332	13944	25114	554186.65	641687
IS001	3191	1253	4192	6103	168344	197945
IS002	1644	734	2674	3623	107368	117514
ITC11	21163	23095	54182	65502	2181763.23	2277686
ITC12	1373	2343	3737	5219	178513.98	177367
ITC13	1453	2347	4473	5267	187989.09	187491
ITC14	1269	1901	3172	3927	159803.77	162333
ITC15	3381	3958	8063	10304	339292.77	361904
ITC16	5554	6656	13131	17856	552636.14	580513
ITC17	1914	2803	4115	5597	207969.31	218081
ITC18	3444	6207	8694	12167	424526.71	435891
ITC20	1296	1255	2913	3847	118615	125979
ITC31	1718	2947	3670	5688	207780.33	219383
ITC32	2171	3761	5787	7879	275276.06	285066
ITC33	6890	12057	19461	24532	895926.99	883778
ITC34	1671	2906	4433	5623	218980.62	221595
ITC41	8449	8179	19199	26416	805672.91	863099
ITC42	5763	5394	12220	16746	532212.94	578175
ITC43	3408	2857	7367	10067	306053.97	331607
ITC44	1673	1818	3936	5540	176984.98	181338
ITC45	39268	35362	121937	147378	3699635.59	3906726
ITC46	11904	8935	24919	34778	951301.89	1059593
ITC47	13576	10222	27869	39745	1082650.88	1211617
ITC48	4832	6632	10859	14683	490661.95	530969
ITC49	2299	2097	4354	6014	193291.98	219670
ITC4A	3448	3833	7975	10417	332715.96	355947
ITC4B	4052	4426	10094	13399	373417.96	403665
ITD10	5462	3863	12511	16996	455859	493910
ITD20	5423	4675	12124	15859	467025	513357
ITD31	9529	7926	21070	27676	809410.57	896316
ITD32	9116	7246	20645	26870	775755.96	852242
ITD33	1811	2558	5223	6635	210155.55	213612
ITD34	9365	7460	19745	26001	778356.93	869534
ITD35	7675	8451	19128	25993	808316.58	844606
ITD36	9127	8257	20328	27996	838081.24	909775
ITD37	1992	2880	5207	6830	244129.16	246255
ITD41	3106	3072	7492	9037	278875.63	307664
ITD42	4439	6025	11317	15657	516389.61	535992
ITD43	1171	1742	3003	3720	136119.84	141948
ITD44	1785	3531	5365	7429	245661.91	236457
ITD51	2481	3523	6406	8495	263434.29	281616
ITD52	4136	5113	11201	13596	390069.36	425702
ITD53	5834	5162	12492	15959	438794.15	510124
ITD54	7201	6770	17841	23505	618231.08	677672
ITD55	8855	11161	26635	33262	903204.72	964074
ITD56	2838	4622	7626	9787	348047.67	355809
ITD57	3692	4333	8071	11337	346498.65	379468
ITD58	3720	4112	8806	12245	352360.74	383043
ITD59	3158	2869	5765	9205	266519.34	298294
ITE11	1690	2436	3429	4666	198130.66	202435
ITE12	3512	4660	7774	11258	372946.42	387058
ITE13	2717	3217	5634	7563	266411.3	287415
ITE14	9186	11058	24546	30898	938114.28	977088
ITE15	2634	2277	5572	6885	222763.62	245742
ITE16	2787	4206	7002	9052	328373.7	339340
ITE17	3842	4548	8993	11758	381712.76	405883
ITE18	3073	3743	6954	9330	319557.36	342367
ITE19	2316	3286	6035	7755	250423.69	266291
ITE1A	1853	2791	3800	5917	212131.2	223429
ITE21	6348	7234	12424	16220	598533.19	653802
ITE22	1923	2968	4244	5430	220203.81	230648
ITE31	3673	3789	7006	10043	344047.62	376321
ITE32	4697	4995	10078	13943	443127.76	470716
ITE33	2927	3560	5941	8173	298775.31	319650
ITE34	3340	4093	7166	9136	366199.31	386376
ITE41	2642	3527	5073	7302	287558.27	310650
ITE42	1288	1837	2343	3612	146942.26	156796
ITE43	42957	37041	101120	136613	3714733.17	4061543
ITE44	5500	4418	8219	13208	491501.81	537213
ITE45	4368	4880	9028	11768	484992.49	494815
ITF11	2501	3455	5332	6475	298214.82	307643
ITF12	2822	3043	4716	6586	285700.87	306067
ITF13	3014	2974	5002	6785	293567.84	315825
ITF14	3406	4248	6991	8613	383008.48	394452
ITF21	676	1094	1284	1735	90792.68	89127
ITF22	1831	2461	3669	4713	233332.32	231711
ITF31	9738	7149	9693	13973	850936.27	897820
ITF32	2412	2982	3785	4850	289404.46	288832
ITF33	34540	24895	41096	49268	3071163.88	3083060
ITF34	3805	4326	5675	7730	433198.63	439049
ITF35	10247	10209	14353	19607	1078025.76	1102629
ITF41	6631	5734	8735	10490	695647.11	682456
ITF42	15270	12627	24527	28323	1556053.87	1599378
ITF43	5708	5005	7330	10108	585624.64	580497
ITF44	3582	3622	5438	6507	407844.04	402985
ITF45	7093	7192	9839	13472	797463.34	811230
ITF51	3127	3851	5969	7496	397393.32	387195
ITF52	1796	1734	3192	3806	206113.68	203806
ITF61	6121	6632	9689	12436	743885.89	732072
ITF62	1775	1321	1902	2453	175727.42	172849
ITF63	3163	3420	5149	6676	375969.35	367655
ITF64	1586	1534	2059	2516	174907.24	167757
ITF65	5350	5476	7734	8875	570956.09	567374
ITG11	3887	4359	5409	6823	427546.36	435974
ITG12	13140	11464	15912	21553	1244721.16	1243385
ITG13	5689	6879	9213	11264	660012.95	654032
ITG14	4230	4499	5120	6581	460931.34	455550
ITG15	2768	2636	3640	4511	277620.03	272570
ITG16	1594	1786	1969	2645	181024.84	173723
ITG17	11525	9591	14182	17780	1056376.8	1081915
ITG18	3135	2859	4041	5505	295572.78	311770
ITG19	3869	3689	6064	7093	400686.75	400764
ITG25	2700	2998	4967	6273	328750.15	334656
ITG26	1343	1483	2351	3112	165660.31	161684
ITG27	4600	4341	10282	12513	544122.01	557679
ITG28	1164	1690	2185	2968	173996.01	167941
ITG29	1547	1227	2629	3548	129416.86	151346
ITG2A	509	528	707	1001	58372.12	58019
ITG2B	771	1054	1037	1494	107189.24	103436
ITG2C	836	1153	1620	1966	134550.29	130856
LI000	350	205	1846	2759	32015	35356
LT001	1559	2498	1124	1762	191168	177040
LT002	7090	8540	4810	9936	713926	673706
LT003	4175	4490	2931	5846	389819	378843
LT004	1801	2348	900	1670	190684	181219
LT005	2464	4053	1855	3091	306004	284235
LT006	3411	4635	2051	3777	376915	349876
LT007	1277	1730	555	909	135834	127378
LT008	1958	2058	1068	2141	181291	173383
LT009	1507	2823	1209	2105	190796	172580
LT00A	9823	10657	7935	20111	859964	848097
LU000	5596	3595	18276	34176	427350	483799
LV003	3104	3995	1925	3345	324322	303618
LV005	2995	5453	1250	2692	389219	348271
LV006	8106	9644	8482	17337	776008	717371
LV007	4487	4743	1557	4075	357509	380347
LV008	2221	3336	971	2112	257616	237803
LV009	3035	3835	1148	2452	294574	283484
MK001	1662	1605	658	1280	146873.34	153929
MK002	1664	1830	667	1329	183306.23	180422
MK003	2220	2041	848	1421	220109.29	222221
MK004	1992	1631	703	1230	172106.74	172238
MK005	2436	2936	1308	2083	231761.61	235141
MK006	3426	2269	711	1264	299283.17	312106
MK007	1945	1601	527	902	171370.04	174139
MK008	7600	5069	4199	7960	587894.57	594981
MT001	3826	2997	5237	7578	349538.26	379000
MT002	297	246	352	448	28979.74	31290
NL111	1435	1736	2266	2922	152651	153063
NL112	466	503	1281	1670	52899	50147
NL113	4007	3039	10469	23902	354438	370249
NL121	3715	2703	6559	9667	322682	330764
NL122	1120	981	1678	2486	100954	105564
NL123	2191	1890	3563	5513	197586	206861
NL131	1909	1674	3327	4633	176515	187899
NL132	1618	1633	3036	4407	166103	171345
NL133	1387	1206	2375	3591	124475	128891
NL211	4516	2530	7703	11241	342548	349296
NL212	1802	1244	2845	3983	134145	151706
NL213	7093	5336	11281	17334	593751	618992
NL221	7581	5256	12733	19561	624776	648368
NL224	2672	1746	4364	6644	220360	233769
NL225	3865	3630	6853	10149	375953	401766
NL226	7577	5720	14275	19605	685689	699966
NL230	5101	1969	5372	9757	306468	378688
NL310	15456	8643	32609	47375	1098722	1201350
NL321	4000	2808	6051	8769	351061	366561
NL322	2553	1821	4235	6258	229090	228864
NL323	1880	1691	3545	5920	171588	190194
NL324	2295	2233	4230	5453	216773	217327
NL325	1787	1281	2929	4120	150061	158764
NL326	15907	9143	41294	62545	1151830	1222305
NL327	2423	2322	5862	7466	232755	242148
NL331	4275	3036	7952	11313	382901	386818
NL332	9925	6961	19146	28130	711188	784405
NL333	2281	1526	6114	8111	228516	212918
NL334	3749	2299	6527	8884	320864	325539
NL335	15993	11848	31859	50503	1326588	1351579
NL336	4760	3049	8937	12525	408713	400176
NL341	945	1128	2610	4221	107058	107337
NL342	2962	2527	4877	7517	263513	273248
NL411	6317	5257	15387	21996	585663	609544
NL412	5021	3682	8843	13021	436124	454213
NL413	6823	4784	14447	20821	611360	631183
NL414	7826	5723	16784	25061	704562	729887
NL421	2635	2165	5800	8189	271717	278818
NL422	2073	2085	4398	6640	218412	234019
NL423	4693	6328	13941	18266	649173	610868
NO011	9948	4553	22857	38253	502867	560484
NO012	6266	3701	8938	16584	460564	518567
NO021	1844	2173	3037	4937	186321	189289
NO022	1873	2045	2941	4895	182239	183637
NO031	2881	2615	4114	7154	246018	265458
NO032	3022	2293	4507	7608	235018	251220
NO033	2486	2221	3639	6252	210707	226433
NO034	1738	1781	2983	5088	164523	166731
NO041	1222	987	1745	2829	101487	106130
NO042	2203	1424	3219	5633	153998	165944
NO043	6057	2936	8713	16347	369059	412687
NO051	6259	3751	8959	17308	431882	462674
NO052	1226	987	2073	3236	107648	106259
NO053	2820	2354	4811	8400	242538	246772
NO061	3811	2370	5135	9470	260855	282993
NO062	1460	1212	2088	3122	126797	129856
NO071	2553	2380	4052	6669	238547	234996
NO072	1942	1292	2738	4230	150200	154642
NO073	886	637	1239	1951	74061	72399
PL113	6540	10686	8394	13098	815731.29	753192
PL114	3574	4455	2483	4527	375110.02	376075
PL115	6729	6655	4467	7342	612625.77	598945
PL116	4801	5198	2927	4620	468669.81	454127
PL117	3868	4504	2325	3881	391471.12	373559
PL121	6885	6715	5544	9295	629469.19	625092
PL122	8817	7779	4786	7786	753907.22	748689
PL127	18523	17795	41797	71117	1675274.53	1706624
PL128	6825	6392	4020	6292	629876.65	622599
PL129	9207	7229	4820	8626	701615.4	749044
PL12A	8457	7338	6044	12352	676455	736440
PL213	7537	7116	9779	16535	762079.83	756583
PL214	7706	6373	3368	6340	639453.09	668479
PL215	9757	6261	3881	6393	737373.46	761996
PL216	6885	5962	4482	6643	631543.64	632336
PL217	4967	4015	2470	4015	445434.98	459642
PL224	4963	6111	4195	6344	557337.78	532626
PL225	7091	6123	5966	8999	650728.33	649695
PL227	6841	5539	5161	8739	662464.8	637006
PL228	4378	4691	3468	5129	488049.94	457978
PL229	4873	4876	4392	7648	535475.07	500945
PL22A	7636	8878	9853	15599	834866.8	771521
PL22B	6830	8549	6848	10514	764602.33	721377
PL22C	4382	3249	4601	7769	388922.94	382967
PL311	3422	3406	1786	2546	320683.48	308517
PL312	6686	7319	3636	5459	682570.89	650952
PL314	7533	7274	5659	8883	723263.7	714276
PL315	5368	5429	2521	4270	512981.94	492468
PL323	5148	4204	2915	4176	496829.92	480895
PL324	4253	3834	2256	3218	402143.66	395349
PL325	6595	5125	4149	6679	602178.14	607187
PL326	6228	5062	3767	6333	621012.28	613907
PL331	7660	7973	5632	9412	803045.16	777918
PL332	5076	5918	3129	4945	523172.84	497632
PL343	5011	4593	3812	6146	507990.42	503690
PL344	4014	4493	2336	3528	431970.36	412182
PL345	2920	2555	1585	2593	283841.23	276788
PL411	5107	3590	3066	4471	405002.81	407192
PL414	7766	6025	4445	6904	650087.09	650368
PL415	6060	5678	9462	15799	590986.59	560932
PL416	7684	6306	4406	7302	668919.47	666968
PL417	6893	4918	3742	6397	532799.17	541323
PL418	7415	4629	4976	9026	503626.87	560099
PL422	6289	5685	4298	6787	605956.04	591964
PL423	4375	3730	2294	3383	386354.13	375124
PL424	3986	4190	5587	7396	426859.68	407811
PL425	3541	2716	2641	4073	312634.15	317372
PL431	4385	3524	3143	4676	383909.06	381834
PL432	6966	6048	4780	7521	638611.94	626647
PL514	6274	6542	8562	13702	655722.02	632930
PL515	5883	6414	4820	6419	608570.66	579646
PL516	5023	4001	4806	9510	463588.33	448586
PL517	6519	8218	4973	7387	725499.92	680111
PL518	6148	5290	3353	6592	528747.07	537137
PL521	3866	4175	2467	3692	426908.39	409735
PL522	5311	5634	5319	8676	662677.61	627353
PL613	8090	7123	7517	11973	763847.02	759190
PL614	6621	5048	3237	5127	537706.57	529476
PL615	8542	7856	5066	8075	798552.42	777470
PL621	6206	4804	3550	5228	546381.46	529864
PL622	6845	5437	4585	7138	625981.66	612524
PL623	3288	2570	1643	2543	291156.88	283767
PL631	6051	4125	3127	5253	480504.52	478345
PL633	7689	7404	9689	14175	770208.69	745113
PL634	7211	3735	2802	4868	451970.45	498360
PL635	6479	4310	3355	5330	482989.35	489102
PT111	1964	2893	2311	3132	247260	251676
PT112	4176	2775	4017	6118	379995	411327
PT113	4673	3782	5696	7406	495401	524057
PT114	12911	10448	19828	26216	1227136	1281424
PT115	5610	4064	3948	5896	537157	560672
PT116	2454	2076	3512	4441	268248	287665
PT117	1551	2676	1724	2443	224325	212170
PT118	1292	2708	1842	2597	224096	216245
PT150	4942	4767	5846	9184	369298	426386
PT161	3700	3657	5524	7171	372174	399607
PT162	2790	3576	4512	6134	333410	332355
PT163	2472	2478	3814	5275	241131	267223
PT164	1030	1898	1232	1636	136634	137636
PT165	2317	3228	2821	4189	281308	291516
PT166	210	782	353	497	45674	41074
PT167	287	780	332	469	50208	47904
PT168	732	1634	984	1413	114468	110151
PT169	540	1220	914	1222	78005	73923
PT16A	667	1149	874	1180	92048	91350
PT16B	3536	3994	4286	5636	332383	361868
PT16C	1875	2676	2731	3618	225344	231304
PT171	23842	18500	45431	65247	1934162	2025628
PT172	8928	7047	8387	11270	695270	782786
PT181	815	1294	1638	2339	97038	96169
PT182	879	1852	1485	1859	125672	118066
PT183	1429	2295	2036	2798	169267	169863
PT184	1065	2097	1495	2369	133531	127581
PT185	2370	3055	3086	4338	238960	249254
RO111	6523	7497	3015	6715	608090.97	593897
RO112	3599	3286	1208	2789	321642.97	316869
RO113	6551	7735	4110	9748	693145.49	692021
RO114	5505	5277	1805	3915	524014.08	512560
RO115	4138	4467	1587	2965	383234.18	365975
RO116	2727	3115	992	2154	253208.3	242854
RO121	3492	4459	1671	4301	387556.53	374727
RO122	6673	5956	3702	8208	604588.19	596467
RO123	2530	2523	1096	1949	223813.9	223208
RO124	3729	3714	1517	2928	331360.83	325682
RO125	6670	6858	2741	5296	584241.47	581400
RO126	4729	4539	2004	5484	427281.08	423144
RO211	7880	8147	2875	5893	737290.92	719655
RO212	5132	5633	1304	2656	458368.7	453958
RO213	10410	8091	3228	7353	801657.59	818929
RO214	5624	6422	1906	3678	578324.76	566740
RO215	8554	7348	2410	4796	701206.58	707251
RO216	5152	5202	1182	2445	461294.45	456020
RO221	3053	4680	1493	3369	382301.14	363979
RO222	4660	6445	1866	3754	499932.26	486445
RO223	8349	7510	4332	10147	730293.2	719727
RO224	5817	6638	2631	5310	630306.75	613509
RO225	2349	2929	874	2046	258788.46	249779
RO226	3989	4603	1477	2711	386222.18	392317
RO311	5797	7290	2994	8622	662675.2	644487
RO312	3547	4330	1014	2241	325938.02	314081
RO313	5275	6372	1932	4408	543884.54	531441
RO314	2815	4447	878	1790	290595.35	282638
RO315	3453	3835	1295	2291	300412.76	289501
RO316	7546	9772	3684	9835	845279.03	819600
RO317	3162	6871	1737	2897	454546.1	410288
RO321	20590	21026	17924	57214	1941476.49	1943981
RO322	3711	3508	1589	6455	269649.51	298021
RO411	6405	9742	2954	6629	731363.39	710669
RO412	3283	4031	2048	4718	390257.08	380061
RO413	2621	4147	1137	2276	319479.98	296609
RO414	3904	6693	1816	3302	506252.88	473128
RO415	3473	4702	1935	3581	428594.67	410309
RO421	4504	6072	3289	5476	460233.37	457318
RO422	2905	4192	1459	2986	342994.97	326067
RO423	3981	5680	2266	5089	510616.81	470103
RO424	7093	7418	4026	10886	654015.84	673212
SE110	27948	15540	56442	82668	1783440	1949516
SE121	4069	2634	5685	8756	291413	323270
SE122	2833	3002	4643	6787	256269	265190
SE123	4671	4381	7937	10806	412411	420809
SE124	3200	3026	5301	7520	274584	276067
SE125	2596	2637	4958	6680	257661	249193
SE211	3814	3403	6740	9483	328059	333610
SE212	2040	1856	3666	5379	178078	180787
SE213	2195	2825	4417	6222	238104	233834
SE214	548	615	993	1342	57643	57122
SE221	1550	1739	3015	3940	151414	151900
SE224	14979	11917	23035	32528	1120426	1199357
SE231	3167	2710	4773	7926	272539	291393
SE232	18555	15395	33118	46437	1486918	1547298
SE311	2602	3308	5120	6941	278313	273826
SE312	2775	3175	5519	7806	282898	275618
SE313	2634	3386	5834	7177	282226	275556
